rule,engine,track,cell_id,seed,rep,PP_ms,RTT_ms,loss_pct,msg_bytes,hosts,nodes,qos_params,sent,received,delivery_ratio,late_join_recovered,owner,failover_ms,requested_deadline_missed,offered_deadline_missed,liveliness_lost,reader_not_alive,disposed,no_writers,created,matched,verdict
31,cyclone,loopback,82614ebf1c69,20260630,0,20,50,20,1024,2,2,"{""history_depth"": 1, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,810,0.81,,,,,,,,,,true,true,delivered
31,cyclone,loopback,356a0e55ef88,20260630,0,20,50,20,1024,2,2,"{""history_depth"": 3, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,818,0.818,,,,,,,,,,true,true,delivered
31,cyclone,loopback,9ed4dc568f6c,20260630,0,20,50,20,1024,2,2,"{""history_depth"": 6, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,920,0.92,,,,,,,,,,true,true,delivered
31,cyclone,loopback,a2c8d15bb21f,20260630,0,20,50,20,1024,2,2,"{""history_depth"": 12, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,973,0.973,,,,,,,,,,true,true,delivered
31,fastdds,loopback,3a36494eea39,20260630,0,20,50,20,1024,2,2,"{""history_depth"": 1, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,789,0.789,,,,,,,,,,true,true,delivered
31,fastdds,loopback,30e73302e842,20260630,0,20,50,20,1024,2,2,"{""history_depth"": 3, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,798,0.798,,,,,,,,,,true,true,delivered
31,fastdds,loopback,460c87b891f8,20260630,0,20,50,20,1024,2,2,"{""history_depth"": 6, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,933,0.933,,,,,,,,,,true,true,delivered
31,fastdds,loopback,6ea090604b93,20260630,0,20,50,20,1024,2,2,"{""history_depth"": 12, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,966,0.966,,,,,,,,,,true,true,delivered
31,cyclone,loopback,aa0c63cb57f1,20260630,0,20,10,20,1024,2,2,"{""history_depth"": 1, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,788,0.788,,,,,,,,,,true,true,delivered
31,cyclone,loopback,1acab35906bd,20260630,0,20,10,20,1024,2,2,"{""history_depth"": 12, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,971,0.971,,,,,,,,,,true,true,delivered
31,cyclone,loopback,b9ac003e0a05,20260630,0,20,100,20,1024,2,2,"{""history_depth"": 1, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,810,0.81,,,,,,,,,,true,true,delivered
31,cyclone,loopback,1eb5278ffdc1,20260630,0,20,100,20,1024,2,2,"{""history_depth"": 12, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,934,0.934,,,,,,,,,,true,true,delivered
31,fastdds,loopback,538763db933e,20260630,0,20,10,20,1024,2,2,"{""history_depth"": 1, ""history_kind"": ""KEEP_LAST"", ""reliability"": ""RELIABLE""}",1000,816,0.816,,,,,,,,,,true,true,delivered
