rule,engine,track,cell_id,seed,rep,PP_ms,RTT_ms,loss_pct,msg_bytes,hosts,nodes,qos_params,sent,received,delivery_ratio,late_join_recovered,owner,failover_ms,requested_deadline_missed,offered_deadline_missed,liveliness_lost,reader_not_alive,disposed,no_writers,created,matched,verdict
19,cyclone,loopback,19831b81ca2f,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": false, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=True/volatile""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": true, ""durability"": ""VOLATILE""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,cyclone,loopback,3c09ad4fd11b,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": false, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=False/volatile""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": false, ""durability"": ""VOLATILE""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,cyclone,loopback,5c103ad68280,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": false, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=True/volatile""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": true, ""durability"": ""VOLATILE""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,cyclone,loopback,726e2a1e6b67,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": true, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=False/transient""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": false, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,cyclone,loopback,acc313c0295e,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": true, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=False/transient""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": false, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,cyclone,loopback,d23cf9cde958,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": true, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=True/transient""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": true, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,cyclone,loopback,d491a027029e,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": false, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=False/volatile""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": false, ""durability"": ""VOLATILE""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,cyclone,loopback,f66c15c697af,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": true, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=True/transient""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": true, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,fastdds,loopback,040d420a088b,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": false, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=False/volatile""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": false, ""durability"": ""VOLATILE""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,fastdds,loopback,17622ed014bc,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": false, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=True/volatile""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": true, ""durability"": ""VOLATILE""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,fastdds,loopback,1e80c9b3601b,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": true, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=False/transient""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": false, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,fastdds,loopback,27a630ea06a0,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": false, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=True/volatile""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": true, ""durability"": ""VOLATILE""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,fastdds,loopback,28356ea10513,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": true, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=True/transient""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": true, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,fastdds,loopback,c5ba7f7784f5,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": false, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=False/volatile""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": false, ""durability"": ""VOLATILE""}",20,20,1.0,1,,,,,,,,,true,true,accepted
19,fastdds,loopback,c672f33a93ee,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_recover"": true, ""kind"": ""recover"", ""knob"": ""autoenable+durability"", ""value"": ""ae=True/transient""}, ""_notin_engine"": null, ""_wpd_family"": ""entfac"", ""autoenable"": true, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,1,,,,,,,,,true,true,accepted
