rule,engine,track,cell_id,seed,rep,PP_ms,RTT_ms,loss_pct,msg_bytes,hosts,nodes,qos_params,sent,received,delivery_ratio,late_join_recovered,owner,failover_ms,requested_deadline_missed,offered_deadline_missed,liveliness_lost,reader_not_alive,disposed,no_writers,created,matched,verdict
13,cyclone,loopback,32641bd0efa9,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": false, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": -1}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": -1, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,cyclone,loopback,7dc528ac25b4,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": false, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": -1}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": -1, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,cyclone,loopback,846712189bdc,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": true, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": 0}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": 0, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,cyclone,loopback,a228a5b6fcda,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": true, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": 100}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,cyclone,loopback,bb8d3e696c94,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": true, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": 0}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": 0, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,cyclone,loopback,ed84f8263969,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": true, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": 100}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,fastdds,loopback,13aa1d1507de,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": false, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": -1}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": -1, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,fastdds,loopback,37edc39c643a,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": true, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": 0}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": 0, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,fastdds,loopback,a503c08287be,20260701,0,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": true, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": 100}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,fastdds,loopback,b132fb2b42c2,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": false, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": -1}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": -1, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,fastdds,loopback,bdd14ba1f598,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": true, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": 0}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": 0, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
13,fastdds,loopback,fe2782e93278,20260701,1,50,1,0,256,2,2,"{""_expect"": {""expect_purge"": true, ""kind"": ""purge"", ""knob"": ""autopurge_disposed_ms"", ""value"": 100}, ""_notin_engine"": ""fastdds"", ""_wpd_family"": ""rdlc_disposed"", ""autopurge_disposed_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",20,20,1.0,,,,,,,,1,1,true,true,accepted
