rule,engine,track,cell_id,seed,rep,PP_ms,RTT_ms,loss_pct,msg_bytes,hosts,nodes,qos_params,sent,received,delivery_ratio,late_join_recovered,owner,failover_ms,requested_deadline_missed,offered_deadline_missed,liveliness_lost,reader_not_alive,disposed,no_writers,created,matched,verdict
40,cyclone,loopback,0007e9fa82fd,20260630,2,50,1,20,1024,2,2,"{""deadline_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",80,75,0.9375,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,050f11aa9205,20260630,0,50,1,20,1024,2,2,"{""deadline_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",80,78,0.975,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,1f2459c06080,20260630,1,50,50,20,1024,2,2,"{""deadline_ms"": 200, ""durability"": ""TRANSIENT_LOCAL""}",80,70,0.875,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,30291dcf83b7,20260630,0,50,50,0,1024,2,2,"{""deadline_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",80,76,0.95,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,32c629368210,20260630,2,50,1,20,1024,2,2,"{""deadline_ms"": -1, ""durability"": ""TRANSIENT_LOCAL""}",80,78,0.975,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,33ef96555bb5,20260630,2,50,1,0,1024,2,2,"{""deadline_ms"": -1, ""durability"": ""TRANSIENT_LOCAL""}",80,78,0.975,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,378a67ac40f2,20260630,2,50,50,20,1024,2,2,"{""deadline_ms"": 200, ""durability"": ""TRANSIENT_LOCAL""}",80,71,0.8875,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,4417bac53ea0,20260630,2,50,50,0,1024,2,2,"{""deadline_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",80,76,0.95,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,4d1c9981842f,20260630,2,50,50,0,1024,2,2,"{""deadline_ms"": -1, ""durability"": ""TRANSIENT_LOCAL""}",80,76,0.95,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,5781d20b5223,20260630,2,50,50,20,1024,2,2,"{""deadline_ms"": -1, ""durability"": ""TRANSIENT_LOCAL""}",80,76,0.95,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,5f72b62a5c40,20260630,1,50,50,0,1024,2,2,"{""deadline_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",80,77,0.9625,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,6034ae899f57,20260630,0,50,1,0,1024,2,2,"{""deadline_ms"": 100, ""durability"": ""TRANSIENT_LOCAL""}",80,78,0.975,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,645cef55ee47,20260630,2,50,1,0,1024,2,2,"{""deadline_ms"": 200, ""durability"": ""TRANSIENT_LOCAL""}",80,78,0.975,true,,,,,,,,,true,false,delivered
40,cyclone,loopback,6f67aef85321,20260630,0,50,50,20,1024,2,2,"{""deadline_ms"": 200, ""durability"": ""TRANSIENT_LOCAL""}",80,76,0.95,true,,,,,,,,,true,false,delivered
